year_block,UserID,first_time,last_time,purchase_baskets,gross_total,return_total,net_total,avg_basket_gross,avg_basket_net,n_events,recency_days,return_rate_value
Y1,29841,2020-01-14 13:36:00,2020-05-25 10:25:00,3,376610.18,9718.4,366891.78,94152.545,91722.945,4,198,0.025804931773219724
Y1,29842,2020-04-08 08:01:00,2020-11-14 14:17:00,2,83615.6,0.0,83615.6,41807.8,41807.8,2,25,0.0
Y1,29844,2020-05-27 09:59:00,2020-06-10 15:32:00,1,200248.91999999998,4903.8,195345.12,100124.45999999999,97672.56,2,182,0.024488521586034026
Y1,29849,2020-02-08 09:22:00,2020-11-24 09:49:00,9,1366645.68,0.0,1366645.68,151849.52,151849.52,9,15,0.0
Y1,29850,2020-04-13 16:33:00,2020-06-07 12:10:00,3,326441.18,0.0,326441.18,108813.72666666667,108813.72666666667,3,185,0.0
Y1,29853,2019-12-07 11:46:00,2020-11-23 12:22:00,7,1129891.44,271.8,1129619.64,141236.43,141202.455,8,16,0.00024055408367373775
Y1,29855,2020-10-15 10:20:00,2020-10-15 10:20:00,1,53264.46,0.0,53264.46,53264.46,53264.46,1,55,0.0
Y1,29856,2019-12-02 10:52:00,2020-12-07 12:45:00,31,12220607.540000001,300697.89,11919909.65,290966.8461904762,283807.37261904764,42,2,0.024605805318251794
Y1,29857,2019-12-10 19:35:00,2020-09-13 10:46:00,8,497656.96,474.0,497182.96,55295.21777777778,55242.55111111111,9,87,0.0009524633193113586
Y1,29858,2020-08-17 15:08:00,2020-10-27 11:13:00,2,128587.59999999998,0.0,128587.59999999998,64293.79999999999,64293.79999999999,2,43,0.0
Y1,29859,2020-02-08 14:00:00,2020-02-08 14:00:00,1,141042.26,0.0,141042.26,141042.26,141042.26,1,305,0.0
Y1,29860,2020-06-07 13:29:00,2020-11-10 13:47:00,5,608462.63,0.0,608462.63,121692.526,121692.526,5,29,0.0
Y1,29861,2020-11-26 12:50:00,2020-11-26 12:50:00,1,150416.84,0.0,150416.84,150416.84,150416.84,1,13,0.0
Y1,29863,2020-03-28 13:31:00,2020-10-10 12:40:00,2,206138.49,0.0,206138.49,103069.245,103069.245,2,60,0.0
Y1,29864,2019-12-01 09:57:00,2020-12-06 15:18:00,10,911048.4500000001,1483.11,909565.3400000001,82822.58636363636,82687.7581818182,11,3,0.001627915617440543
Y1,29866,2020-10-01 11:49:00,2020-11-10 16:25:00,2,181276.0,0.0,181276.0,90638.0,90638.0,2,29,0.0
Y1,29869,2020-09-27 16:20:00,2020-09-27 16:29:00,2,132791.38,2687.88,130103.49999999999,44263.793333333335,43367.83333333333,3,73,0.02024137410124061
Y1,29870,2020-10-07 09:12:00,2020-11-07 11:54:00,2,156668.8,0.0,156668.8,78334.4,78334.4,2,32,0.0
Y1,29871,2019-12-17 16:18:00,2020-12-09 12:20:00,9,811158.48,0.0,811158.48,90128.72,90128.72,9,0,0.0
Y1,29874,2020-01-11 12:29:00,2020-04-08 17:51:00,2,432778.64999999997,0.0,432778.64999999997,216389.32499999998,216389.32499999998,2,245,0.0
Y1,29875,2019-12-06 16:17:00,2020-12-09 20:01:00,3,463465.32,880.1999999999999,462585.12,115866.33,115646.28,4,0,0.0018991712260153573
Y1,29876,2019-12-08 17:30:00,2020-07-16 08:01:00,2,279418.83999999997,33461.9,245956.93999999997,39916.97714285714,35136.70571428571,7,146,0.1197553464898788
Y1,29877,2020-11-19 08:13:00,2020-11-19 08:13:00,1,16370.88,0.0,16370.88,16370.88,16370.88,1,20,0.0
Y1,29878,2020-10-01 09:14:00,2020-10-01 09:14:00,1,6217.200000000001,0.0,6217.200000000001,6217.200000000001,6217.200000000001,1,69,0.0
Y1,29879,2020-02-25 16:55:00,2020-09-14 13:32:00,4,403588.84,0.0,403588.84,100897.21,100897.21,4,86,0.0
Y1,29881,2020-01-26 12:00:00,2020-10-15 12:09:00,2,69459.76000000001,0.0,69459.76000000001,34729.880000000005,34729.880000000005,2,55,0.0
Y1,29884,2019-12-13 12:36:00,2020-04-01 15:45:00,4,556193.4400000001,109982.7,446210.74000000005,79456.20571428572,63744.391428571435,7,252,0.19774181443060526
Y1,29885,2020-04-19 09:47:00,2020-11-21 11:37:00,4,241446.0,0.0,241446.0,60361.5,60361.5,4,18,0.0
Y1,29886,2020-07-18 11:36:00,2020-07-18 11:36:00,1,112415.12,0.0,112415.12,112415.12,112415.12,1,144,0.0
Y1,29887,2020-03-08 12:08:00,2020-03-08 12:17:00,2,104043.75,0.0,104043.75,52021.875,52021.875,2,276,0.0
Y1,29888,2020-06-08 12:41:00,2020-06-08 12:41:00,1,54808.149999999994,0.0,54808.149999999994,54808.149999999994,54808.149999999994,1,184,0.0
Y1,29889,2020-11-14 14:47:00,2020-11-14 15:08:00,3,397871.87999999995,0.0,397871.87999999995,132623.96,132623.96,3,25,0.0
Y1,29890,2020-05-11 10:04:00,2020-11-14 15:30:00,3,412948.26000000007,0.0,412948.26000000007,137649.42,137649.42,3,25,0.0
Y1,29891,2020-06-11 15:31:00,2020-06-11 15:31:00,0,0.0,507604.5,-507604.5,0.0,-507604.5,1,181,0.0
Y1,29892,2020-02-12 14:34:00,2020-12-02 14:29:00,2,208807.40000000002,12090.0,196717.4,52201.850000000006,49179.35,4,7,0.05790024683033264
Y1,29893,2020-11-08 16:19:00,2020-12-01 10:24:00,3,149093.52000000002,5183.16,143910.36000000002,37273.380000000005,35977.590000000004,4,8,0.03476448875846515
Y1,29895,2020-02-07 15:07:00,2020-11-07 14:51:00,6,1057959.1099999999,48248.799999999996,1009710.3099999999,151137.0157142857,144244.33,7,32,0.04560554329930577
Y1,29897,2020-03-22 09:19:00,2020-12-02 18:46:00,10,567594.96,9712.32,557882.64,47299.579999999994,46490.22,12,7,0.01711135701416376
Y1,29898,2020-04-08 09:44:00,2020-08-24 09:49:00,3,236628.0,0.0,236628.0,78876.0,78876.0,3,107,0.0
Y1,29900,2020-05-02 16:02:00,2020-10-10 12:09:00,3,350881.16,0.0,350881.16,116960.38666666666,116960.38666666666,3,60,0.0
Y1,29901,2020-11-25 17:00:00,2020-11-25 17:00:00,1,39389.24,0.0,39389.24,39389.24,39389.24,1,14,0.0
Y1,29902,2019-12-07 10:15:00,2019-12-07 10:15:00,1,10635.1,0.0,10635.1,10635.1,10635.1,1,368,0.0
Y1,29903,2020-11-11 14:36:00,2020-11-11 14:36:00,1,137893.28999999998,0.0,137893.28999999998,137893.28999999998,137893.28999999998,1,28,0.0
Y1,29904,2020-07-15 12:02:00,2020-07-15 12:02:00,1,38735.04,0.0,38735.04,38735.04,38735.04,1,147,0.0
Y1,29905,2020-02-17 12:11:00,2020-11-09 14:49:00,4,178346.7,0.0,178346.7,44586.675,44586.675,4,30,0.0
Y1,29906,2019-12-06 13:29:00,2020-11-14 12:36:00,3,428394.04,0.0,428394.04,142798.01333333334,142798.01333333334,3,25,0.0
Y1,29908,2020-04-07 10:02:00,2020-05-10 14:55:00,2,119734.66,13336.65,106398.01000000001,23946.932,21279.602000000003,5,213,0.11138504088958033
Y1,29910,2020-05-02 11:54:00,2020-05-02 11:54:00,1,91952.36,0.0,91952.36,91952.36,91952.36,1,221,0.0
Y1,29912,2020-09-24 10:48:00,2020-12-02 15:18:00,2,295765.35,0.0,295765.35,147882.675,147882.675,2,7,0.0
Y1,29913,2020-03-16 16:45:00,2020-03-16 16:45:00,1,142447.68,0.0,142447.68,142447.68,142447.68,1,268,0.0
Y1,29915,2020-11-23 11:56:00,2020-11-23 13:54:00,1,95921.65,78481.34999999999,17440.300000000003,47960.825,8720.150000000001,2,16,0.8181818181818181
Y1,29916,2020-06-15 12:50:00,2020-06-15 12:50:00,1,141392.43,0.0,141392.43,141392.43,141392.43,1,177,0.0
Y1,29917,2019-12-15 10:00:00,2020-12-01 12:51:00,7,108574.32,0.0,108574.32,15510.617142857143,15510.617142857143,7,8,0.0
Y1,29920,2020-02-10 13:48:00,2020-02-10 13:48:00,1,45574.2,0.0,45574.2,45574.2,45574.2,1,303,0.0
Y1,29921,2019-12-03 16:11:00,2020-12-09 16:57:00,23,2215993.11,619.5,2215373.61,92333.04625,92307.23375,24,0,0.0002795586309381621
Y1,29922,2020-02-09 10:10:00,2020-03-04 13:01:00,2,95952.6,0.0,95952.6,47976.3,47976.3,2,280,0.0
Y1,29923,2020-06-28 11:55:00,2020-08-22 13:10:00,6,314975.84,6415.74,308560.10000000003,39371.98,38570.012500000004,8,109,0.02036899084069432
Y1,29924,2020-05-10 14:28:00,2020-05-10 14:28:00,1,210240.01,0.0,210240.01,210240.01,210240.01,1,213,0.0
Y1,29925,2020-10-13 14:28:00,2020-11-28 11:08:00,2,178421.05,0.0,178421.05,89210.525,89210.525,2,11,0.0
Y1,29926,2019-12-03 12:34:00,2020-12-02 14:49:00,20,2157138.62,136784.19999999998,2020354.42,89880.77583333333,84181.43416666666,24,7,0.06341001859212922
Y1,29927,2020-03-26 12:23:00,2020-09-19 13:37:00,4,422974.66000000003,6077.2,416897.46,84594.932,83379.492,5,81,0.014367763780459092
Y1,29928,2020-05-28 14:24:00,2020-05-28 14:24:00,1,38208.9,0.0,38208.9,38208.9,38208.9,1,195,0.0
Y1,29929,2020-01-25 08:17:00,2020-08-29 12:43:00,4,851942.5399999999,0.0,851942.5399999999,212985.63499999998,212985.63499999998,4,102,0.0
Y1,29930,2020-08-18 16:39:00,2020-09-20 14:49:00,3,507195.61,0.0,507195.61,169065.20333333334,169065.20333333334,3,80,0.0
Y1,29931,2020-03-30 13:12:00,2020-03-30 13:12:00,1,46008.0,0.0,46008.0,46008.0,46008.0,1,254,0.0
Y1,29932,2020-03-21 14:16:00,2020-03-21 14:16:00,1,150867.22,0.0,150867.22,150867.22,150867.22,1,263,0.0
Y1,29933,2020-03-12 12:34:00,2020-11-08 15:45:00,4,406578.19999999995,11700.9,394877.3,67763.03333333333,65812.88333333333,6,31,0.028778965522499735
Y1,29934,2020-03-07 13:48:00,2020-11-19 14:27:00,14,3933289.65,35663.15,3897626.5,231369.9794117647,229272.14705882352,17,20,0.009067003239896152
Y1,29936,2020-01-17 16:09:00,2020-12-07 15:39:00,2,427465.19999999995,0.0,427465.19999999995,213732.59999999998,213732.59999999998,2,2,0.0
Y1,29937,2019-12-01 10:44:00,2019-12-01 10:49:00,1,60355.799999999996,33380.2,26975.6,30177.899999999998,13487.8,2,374,0.553057038428784
Y1,29938,2019-12-04 14:35:00,2020-10-26 17:55:00,6,1077576.6199999999,15074.76,1062501.8599999999,119730.73555555554,118055.76222222221,9,44,0.013989501739560758
Y1,29939,2020-04-14 08:53:00,2020-09-16 19:17:00,2,331757.6,0.0,331757.6,165878.8,165878.8,2,84,0.0
Y1,29941,2019-12-15 13:21:00,2020-12-06 12:34:00,7,810633.23,2689.5,807943.73,101329.15375,100992.96625,8,3,0.0033177766472761053
Y1,29942,2020-05-05 15:33:00,2020-10-26 18:41:00,4,385536.29000000004,36099.9,349436.39,64256.04833333334,58239.39833333334,6,44,0.09363554336220851
Y1,29943,2020-11-23 17:43:00,2020-11-23 17:43:00,1,88449.76,0.0,88449.76,88449.76,88449.76,1,16,0.0
Y1,29944,2020-08-19 12:50:00,2020-09-01 12:17:00,1,18651.0,6145.2,12505.8,6217.0,4168.599999999999,3,99,0.3294836737976516
Y1,29946,2020-11-24 14:29:00,2020-11-24 14:29:00,1,190542.29,0.0,190542.29,190542.29,190542.29,1,15,0.0
Y1,29947,2020-03-30 17:25:00,2020-09-01 14:22:00,8,956987.27,41511.1,915476.17,95698.727,91547.617,10,99,0.04337685704011507
Y1,29948,2019-12-10 09:44:00,2020-04-01 11:51:00,3,454700.52,8582.699999999999,446117.82,75783.42,74352.97,6,252,0.018875500736176856
Y1,29949,2020-01-27 12:19:00,2020-10-13 10:17:00,4,371492.54000000004,0.0,371492.54000000004,92873.13500000001,92873.13500000001,4,57,0.0
Y1,29950,2020-04-28 14:45:00,2020-04-28 14:45:00,1,44436.9,0.0,44436.9,44436.9,44436.9,1,225,0.0
Y1,29951,2019-12-02 13:32:00,2019-12-02 13:32:00,1,21950.4,0.0,21950.4,21950.4,21950.4,1,373,0.0
Y1,29952,2020-11-28 13:11:00,2020-11-28 13:11:00,1,93226.52,0.0,93226.52,93226.52,93226.52,1,11,0.0
Y1,29953,2020-04-11 13:37:00,2020-09-16 16:15:00,2,168707.82,0.0,168707.82,84353.91,84353.91,2,84,0.0
Y1,29954,2020-04-09 16:54:00,2020-11-02 10:00:00,6,363156.34,14169.0,348987.34,45394.5425,43623.4175,8,37,0.03901625399132506
Y1,29955,2019-12-06 14:58:00,2020-06-17 16:34:00,5,597060.53,57755.95,539304.58,74632.56625,67413.0725,8,175,0.09673382697060881
Y1,29956,2019-12-01 13:29:00,2020-10-14 15:45:00,13,1916508.32,9305.8,1907202.52,119781.77,119200.1575,16,56,0.004855601148655592
Y1,29957,2019-12-08 18:30:00,2020-11-30 11:08:00,12,1146885.72,87831.14,1059054.58,52131.16909090909,48138.84454545455,22,9,0.07658229452887425
Y1,29960,2020-08-11 12:54:00,2020-11-17 08:42:00,3,164558.7,495.6,164063.1,41139.675,41015.775,4,22,0.0030116912688299066
Y1,29961,2020-09-14 10:43:00,2020-12-07 10:04:00,2,54984.0,0.0,54984.0,27492.0,27492.0,2,2,0.0
Y1,29962,2020-05-18 09:52:00,2020-05-30 12:48:00,1,102334.46,4403.7,97930.76000000001,51167.23,48965.380000000005,2,193,0.0430324252456113
Y1,29963,2020-01-24 11:03:00,2020-11-21 12:31:00,8,1267063.97,20626.65,1246437.32,126706.397,124643.732,10,18,0.01627909126008847
Y1,29966,2020-10-04 09:37:00,2020-11-19 09:41:00,3,382571.74,1519.3,381052.44,95642.935,95263.11,4,20,0.003971281307918875
Y1,29967,2020-04-20 13:38:00,2020-04-22 11:23:00,2,272210.52,103.38,272107.14,90736.84000000001,90702.38,3,231,0.00037977959117818075
Y1,29968,2019-12-14 14:36:00,2020-10-26 14:12:00,6,897482.24,0.0,897482.24,149580.37333333332,149580.37333333332,6,44,0.0
Y1,29969,2019-12-20 12:35:00,2020-09-28 14:07:00,2,239194.85,0.0,239194.85,119597.425,119597.425,2,72,0.0
Y1,29970,2019-12-15 11:49:00,2020-09-19 14:51:00,4,1335296.15,0.0,1335296.15,333824.0375,333824.0375,4,81,0.0
Y1,29971,2020-04-16 12:15:00,2020-04-16 12:15:00,1,69652.8,0.0,69652.8,69652.8,69652.8,1,237,0.0
Y1,29972,2019-12-10 19:08:00,2020-08-18 11:27:00,1,58271.32,2389.7999999999997,55881.52,29135.66,27940.76,2,113,0.041011598844851976
Y1,29974,2020-10-14 13:35:00,2020-11-16 14:46:00,2,196603.9,0.0,196603.9,98301.95,98301.95,2,23,0.0
Y1,29976,2019-12-09 14:15:00,2020-11-30 10:02:00,4,151488.47,0.0,151488.47,37872.1175,37872.1175,4,9,0.0
Y1,29977,2019-12-22 10:40:00,2019-12-22 14:25:00,0,0.0,10306.800000000001,-10306.800000000001,0.0,-5153.400000000001,2,353,0.0
Y1,29978,2020-11-15 14:55:00,2020-11-25 11:28:00,3,221530.59999999998,0.0,221530.59999999998,73843.53333333333,73843.53333333333,3,14,0.0
Y1,29980,2020-04-28 10:51:00,2020-10-11 15:12:00,3,365011.56,371.70000000000005,364639.86,91252.89,91159.965,4,59,0.0010183239128097753
Y1,29983,2019-12-18 09:58:00,2020-03-02 14:32:00,2,90921.6,0.0,90921.6,45460.8,45460.8,2,282,0.0
Y1,29984,2020-08-13 11:59:00,2020-11-17 16:11:00,5,205925.63999999998,0.0,205925.63999999998,41185.128,41185.128,5,22,0.0
Y1,29985,2020-03-23 09:15:00,2020-11-25 14:27:00,5,464678.56,3955.2,460723.36,66382.65142857142,65817.62285714285,7,14,0.008511690317711236
Y1,29986,2019-12-01 12:35:00,2019-12-01 12:35:00,0,0.0,5623.2,-5623.2,0.0,-5623.2,1,374,0.0
Y1,29987,2019-12-05 16:01:00,2020-10-06 13:20:00,3,293708.35,0.0,293708.35,97902.78333333333,97902.78333333333,3,64,0.0
Y1,29988,2020-07-22 13:07:00,2020-12-01 14:38:00,2,156637.8,0.0,156637.8,78318.9,78318.9,2,8,0.0
Y1,29989,2020-02-16 08:44:00,2020-11-10 10:18:00,9,955296.02,17012.65,938283.37,86845.09272727273,85298.48818181817,11,29,0.017808773033514785
Y1,29990,2019-12-11 13:31:00,2019-12-11 13:31:00,0,0.0,3566.4,-3566.4,0.0,-3566.4,1,364,0.0
Y1,29991,2019-12-16 09:37:00,2020-12-09 14:28:00,10,1102940.45,34678.8,1068261.65,84841.57307692307,82173.97307692307,13,0,0.031442132709884746
Y1,29992,2020-02-08 14:39:00,2020-02-08 14:40:00,2,44654.0,0.0,44654.0,22327.0,22327.0,2,305,0.0
Y1,29993,2020-11-19 16:41:00,2020-11-19 16:41:00,1,121011.13999999998,0.0,121011.13999999998,121011.13999999998,121011.13999999998,1,20,0.0
Y1,29994,2020-08-24 13:01:00,2020-08-27 10:23:00,2,242188.3,6241.2,235947.1,80729.43333333333,78649.03333333334,3,104,0.02577003100480081
Y1,29996,2020-07-01 12:17:00,2020-08-09 17:34:00,6,536200.44,852.0,535348.44,67025.055,66918.555,8,122,0.0015889580396465175
Y1,30000,2020-10-19 10:20:00,2020-12-08 16:45:00,3,241911.08000000002,0.0,241911.08000000002,80637.02666666667,80637.02666666667,3,1,0.0
Y1,30002,2020-10-05 14:52:00,2020-10-05 14:52:00,1,31656.0,0.0,31656.0,31656.0,31656.0,1,65,0.0
Y1,30004,2020-11-18 14:20:00,2020-12-02 16:46:00,3,280544.56,4840.2,275704.36,70136.14,68926.09,4,7,0.017252874195814026
Y1,30005,2019-12-02 16:02:00,2019-12-02 16:02:00,1,116272.79000000001,0.0,116272.79000000001,116272.79000000001,116272.79000000001,1,373,0.0
Y1,30006,2020-03-08 16:28:00,2020-03-08 16:28:00,0,0.0,1214.8,-1214.8,0.0,-1214.8,1,276,0.0
Y1,30007,2019-12-17 09:54:00,2020-02-16 09:38:00,2,111838.84,0.0,111838.84,55919.42,55919.42,2,297,0.0
Y1,30008,2019-12-03 18:29:00,2020-10-18 10:26:00,10,1052398.84,28041.8,1024357.04,75171.34571428572,73168.36,14,52,0.0266456013957598
Y1,30009,2020-03-29 17:17:00,2020-08-22 13:14:00,2,152027.73,0.0,152027.73,76013.865,76013.865,2,109,0.0
Y1,30010,2020-08-03 13:12:00,2020-08-03 13:12:00,1,102613.2,0.0,102613.2,102613.2,102613.2,1,128,0.0
Y1,30011,2020-06-30 12:03:00,2020-08-19 12:23:00,3,205835.68,0.0,205835.68,68611.89333333333,68611.89333333333,3,112,0.0
Y1,30012,2020-02-23 09:57:00,2020-10-18 11:29:00,4,563133.6799999999,10376.699999999999,552756.98,80447.66857142856,78965.28285714285,7,52,0.018426708201860702
Y1,30014,2020-04-01 18:48:00,2020-09-03 13:13:00,3,496696.95999999996,0.0,496696.95999999996,165565.65333333332,165565.65333333332,3,97,0.0
Y1,30016,2020-11-29 11:53:00,2020-12-09 14:27:00,2,240198.76,0.0,240198.76,120099.38,120099.38,2,0,0.0
Y1,30017,2020-01-26 17:20:00,2020-10-18 13:34:00,5,789107.8200000001,0.0,789107.8200000001,157821.564,157821.564,5,52,0.0
Y1,30018,2020-03-19 12:17:00,2020-11-29 15:26:00,7,801644.77,2207.1,799437.67,100205.59625,99929.70875,8,10,0.002753214494245375
Y1,30019,2020-12-06 10:20:00,2020-12-06 10:20:00,1,47375.369999999995,0.0,47375.369999999995,47375.369999999995,47375.369999999995,1,3,0.0
Y1,30020,2019-12-10 16:10:00,2020-12-07 13:25:00,40,3622624.34,102048.84000000001,3520575.5,71031.84980392156,69030.89215686274,51,2,0.028169865385490128
Y1,30021,2020-03-30 10:49:00,2020-12-08 13:49:00,5,361573.92000000004,4053.4199999999996,357520.5,51653.41714285715,51074.357142857145,7,1,0.011210487747567633
Y1,30022,2019-12-11 13:19:00,2020-12-08 12:08:00,28,3447658.21,116359.20999999999,3331299.0,66301.11942307692,64063.442307692305,52,1,0.033750216208352044
Y1,30023,2020-04-15 13:54:00,2020-05-21 10:41:00,1,85118.2,15802.199999999999,69316.0,42559.1,34658.0,2,202,0.18565007248743512
Y1,30024,2019-12-03 17:32:00,2020-07-06 09:39:00,5,314085.6,22587.9,291497.7,34898.399999999994,32388.633333333335,9,156,0.07191638203088586
Y1,30025,2020-07-16 16:07:00,2020-11-21 13:31:00,2,105370.20000000001,27547.2,77823.0,35123.4,25941.0,3,18,0.26143254924067716
Y1,30026,2019-12-11 13:11:00,2020-04-21 17:22:00,5,131145.7,17015.1,114130.6,21857.61666666667,19021.766666666666,6,232,0.12974195875274597
Y1,30027,2020-03-08 09:49:00,2020-12-06 13:35:00,6,557521.25,0.0,557521.25,92920.20833333333,92920.20833333333,6,3,0.0
Y1,30028,2020-06-03 17:15:00,2020-11-19 10:11:00,3,208956.02,0.0,208956.02,69652.00666666667,69652.00666666667,3,20,0.0
Y1,30030,2020-02-11 13:44:00,2020-12-02 14:42:00,6,508433.88,991.1999999999999,507442.68,63554.235,63430.335,8,7,0.001949516031465094
Y1,30031,2020-06-24 09:49:00,2020-10-12 17:06:00,2,814226.3,0.0,814226.3,407113.15,407113.15,2,58,0.0
Y1,30032,2020-10-15 12:30:00,2020-10-15 12:30:00,1,127194.26,0.0,127194.26,127194.26,127194.26,1,55,0.0
Y1,30033,2020-11-11 10:41:00,2020-11-30 10:51:00,1,100661.5,1087.2,99574.3,50330.75,49787.15,2,9,0.010800554333086632
Y1,30034,2020-08-22 13:54:00,2020-11-16 13:22:00,2,84698.16,0.0,84698.16,42349.08,42349.08,2,23,0.0
Y1,30035,2020-02-03 14:26:00,2020-12-08 15:23:00,8,832601.7000000001,0.0,832601.7000000001,104075.21250000001,104075.21250000001,8,1,0.0
Y1,30036,2020-06-11 11:50:00,2020-12-06 11:10:00,3,161381.4,178.2,161203.19999999998,40345.35,40300.799999999996,4,3,0.0011042164710431312
Y1,30037,2020-06-17 11:14:00,2020-11-08 13:39:00,8,536460.72,2174.4,534286.3200000001,59606.746666666666,59365.146666666675,9,31,0.004053232452881173
Y1,30039,2020-05-26 08:27:00,2020-07-16 10:22:00,2,280469.1,0.0,280469.1,140234.55,140234.55,2,146,0.0
Y1,30040,2020-01-28 09:27:00,2020-11-16 12:39:00,3,168450.6,1539.6,166911.0,42112.65,41727.75,4,23,0.009139771541330216
Y1,30041,2019-12-10 17:09:00,2020-11-24 15:22:00,19,1252120.71,52588.14,1199532.57,36827.07970588235,35280.36970588235,34,15,0.04199925740386484
Y1,30044,2020-05-27 11:53:00,2020-08-20 09:39:00,2,109717.2,0.0,109717.2,54858.6,54858.6,2,111,0.0
Y1,30045,2019-12-01 11:37:00,2020-12-09 15:33:00,10,1273914.66,12980.8,1260933.86,106159.555,105077.82166666667,12,0,0.010189693554511728
Y1,30047,2020-11-04 12:09:00,2020-12-09 13:40:00,2,367659.99,35063.299999999996,332596.69,91914.9975,83149.1725,4,0,0.09536882161151121
Y1,30048,2020-10-17 16:16:00,2020-10-17 16:16:00,1,76204.65,0.0,76204.65,76204.65,76204.65,1,53,0.0
Y1,30050,2020-05-12 09:47:00,2020-09-10 14:43:00,2,71854.26,0.0,71854.26,35927.13,35927.13,2,90,0.0
Y1,30051,2020-01-19 12:13:00,2020-12-08 11:04:00,17,2566452.03,82309.33,2484142.6999999997,106935.50124999999,103505.94583333332,24,1,0.03207125207791241
Y1,30052,2019-12-07 12:19:00,2020-11-28 15:52:00,6,87491.1,3464.1,84027.0,12498.728571428572,12003.857142857143,7,11,0.039593741534853254
Y1,30053,2020-10-12 12:13:00,2020-11-02 08:57:00,2,197243.1,0.0,197243.1,98621.55,98621.55,2,37,0.0
Y1,30054,2020-04-15 14:48:00,2020-08-26 14:02:00,4,200646.02,0.0,200646.02,50161.505,50161.505,4,105,0.0
Y1,30055,2020-10-12 07:49:00,2020-10-12 07:49:00,1,107798.99999999999,0.0,107798.99999999999,107798.99999999999,107798.99999999999,1,58,0.0
Y1,30058,2020-06-09 09:33:00,2020-11-22 16:50:00,4,363783.68,0.0,363783.68,90945.92,90945.92,4,17,0.0
Y1,30059,2020-07-14 10:41:00,2020-11-19 08:53:00,4,455400.16,7179.9,448220.26,56925.02,56027.5325,8,20,0.015766134118178614
Y1,30060,2020-04-26 12:17:00,2020-04-26 12:17:00,1,18889.199999999997,0.0,18889.199999999997,18889.199999999997,18889.199999999997,1,227,0.0
Y1,30061,2019-12-02 17:18:00,2020-11-08 10:45:00,13,2312939.0100000002,16423.8,2296515.21,154195.934,153101.014,15,31,0.0071008357457726465
Y1,30062,2020-10-14 12:54:00,2020-10-14 12:54:00,1,99859.84,0.0,99859.84,99859.84,99859.84,1,56,0.0
Y1,30063,2020-03-05 08:01:00,2020-03-23 14:21:00,1,85231.26000000001,3673.8,81557.46,42615.630000000005,40778.73,2,261,0.04310390342698207
Y1,30065,2020-05-10 09:58:00,2020-12-07 10:43:00,7,484297.74,26616.799999999996,457680.94,53810.86,50853.43777777778,9,2,0.054959579204313436
Y1,30066,2020-02-18 15:18:00,2020-02-18 15:18:00,1,79379.52,0.0,79379.52,79379.52,79379.52,1,295,0.0
Y1,30067,2020-11-29 09:44:00,2020-12-08 12:41:00,2,520862.54000000004,0.0,520862.54000000004,260431.27000000002,260431.27000000002,2,1,0.0
Y1,30068,2020-11-29 10:35:00,2020-11-29 10:35:00,1,14256.0,0.0,14256.0,14256.0,14256.0,1,10,0.0
Y1,30071,2020-01-26 14:58:00,2020-11-09 13:37:00,7,328643.82,991.2,327652.62,41080.4775,40956.5775,8,30,0.0030160311549445843
Y1,30073,2020-09-12 14:58:00,2020-10-31 15:50:00,2,444351.3,12549.3,431802.0,148117.1,143934.0,3,39,0.02824184378441112
Y1,30074,2020-04-22 15:03:00,2020-04-22 15:03:00,1,120581.6,0.0,120581.6,120581.6,120581.6,1,231,0.0
Y1,30075,2020-04-29 11:48:00,2020-11-22 12:26:00,7,510799.64,178.2,510621.44,63849.955,63827.68,8,17,0.0003488647721051643
Y1,30076,2020-02-09 12:37:00,2020-03-28 12:43:00,2,140699.15999999997,0.0,140699.15999999997,70349.57999999999,70349.57999999999,2,256,0.0
Y1,30077,2020-08-09 08:41:00,2020-12-02 09:29:00,8,782639.74,10130.849999999999,772508.89,78263.974,77250.889,10,7,0.012944461521976891
Y1,30079,2020-03-07 13:55:00,2020-07-02 10:01:00,3,233104.68,0.0,233104.68,77701.56,77701.56,3,160,0.0
Y1,30080,2020-07-30 13:25:00,2020-12-07 10:32:00,8,1236031.8699999999,9330.599999999999,1226701.27,112366.53363636363,111518.29727272727,11,2,0.007548834481104439
Y1,30083,2020-03-19 10:07:00,2020-11-09 14:24:00,9,608420.72,1365.6,607055.12,60842.072,60705.512,10,30,0.0022444994969928046
Y1,30084,2019-12-07 10:48:00,2020-11-30 09:52:00,11,1081843.88,3289.5,1078554.38,90153.65666666666,89879.53166666666,12,9,0.0030406420564120587
Y1,30085,2020-01-11 13:11:00,2020-11-15 16:33:00,6,72168.3,0.0,72168.3,12028.050000000001,12028.050000000001,6,24,0.0
Y1,30086,2020-05-28 12:11:00,2020-10-29 11:59:00,2,22324.8,0.0,22324.8,11162.4,11162.4,2,41,0.0
Y1,30087,2019-12-01 13:16:00,2020-10-07 15:03:00,9,653631.59,0.0,653631.59,72625.73222222221,72625.73222222221,9,63,0.0
Y1,30088,2020-09-17 14:54:00,2020-09-23 15:01:00,1,35092.8,2728.8,32364.000000000004,17546.4,16182.000000000002,2,77,0.0777595404185474
Y1,30089,2020-11-24 09:34:00,2020-11-24 09:34:00,1,62635.68,0.0,62635.68,62635.68,62635.68,1,15,0.0
Y1,30090,2020-06-02 09:03:00,2020-08-19 12:30:00,2,229129.58,0.0,229129.58,114564.79,114564.79,2,112,0.0
