ProductID,product_name,gross,returns,net
34849,CABIN BAG VINTAGE RETROSPOT,2306462.0,107657.8,2198804.2
34850,MEMO BOARD COTTAGE DESIGN,4425214.18,41459.4,4383754.78
34852,MEMO BOARD RETROSPOT  DESIGN,5080072.76,42694.5,5037378.26
34853,DOORSTOP RETROSPOT HEART,2882393.88,21166.8,2861227.0799999996
34854,SEWING BOX RETROSPOT DESIGN ,2543560.4,46718.399999999994,2496842.0
34855,DOORSTOP RUSSIAN DOLL GINGHAM,302071.31999999995,0.0,302071.31999999995
34856,DOORSTOP RUSSIAN DOLL RETROSPOT,382345.19999999995,0.0,382345.19999999995
34857,DOORSTOP RACING CAR DESIGN,263153.27999999997,0.0,263153.27999999997
34858,DOORSTOP FOOTBALL DESIGN,635078.1299999999,0.0,635078.1299999999
34859,CHILDS GARDEN SPADE BLUE,578095.5599999999,3561.2999999999997,574534.26
34860,CHILDS GARDEN SPADE PINK,525167.16,5144.099999999999,520023.06
34861,CHILDS GARDEN RAKE BLUE,397932.81,1384.95,396547.86
34862,CHILDS GARDEN RAKE PINK,388135.70999999996,0.0,388135.70999999996
34863,CHILDS GARDEN BRUSH BLUE,653536.5599999999,0.0,653536.5599999999
34864,CHILDS GARDEN BRUSH PINK,665336.01,3956.9999999999995,661379.01
34865,CHILDS GARDEN TROWEL BLUE ,584771.2799999999,1603.8,583167.48
34866,CHILDS GARDEN TROWEL PINK,589756.74,712.8,589043.94
34867,CHILDS GARDEN FORK BLUE ,553594.26,801.8999999999999,552792.36
34868,CHILDS GARDEN FORK PINK,550107.24,1692.8999999999999,548414.34
34869,CHILDRENS GARDEN GLOVES BLUE,626337.12,1239.0,625098.12
34870,CHILDRENS GARDEN GLOVES PINK,647499.0,1239.0,646260.0
34871,WHEELBARROW FOR CHILDREN ,2636750.04,76799.20000000001,2559950.8400000003
34873,GARDENERS KNEELING PAD,1469915.46,7062.3,1462853.1600000001
34874,MAGIC DRAWING SLATE GO TO THE FAIR ,201173.34,0.0,201173.34
34875,MAGIC DRAWING SLATE DOLLY GIRL ,735005.07,1447.32,733557.75
34876,MAGIC DRAWING SLATE CIRCUS PARADE  ,626697.33,0.0,626697.33
34877,MAGIC DRAWING SLATE LEAP FROG ,222714.56999999998,0.0,222714.56999999998
34878,MAGIC DRAWING SLATE BAKE A CAKE ,344521.11,2687.8799999999997,341833.23
34879,MAGIC DRAWING SLATE SPACEBOY ,965452.32,5427.45,960024.87
34880,MAGIC DRAWING SLATE BUNNIES ,361728.36,4652.099999999999,357076.26
34881,MAGIC DRAWING SLATE PURDEY,649853.01,0.0,649853.01
34882,MAGIC DRAWING SLATE DINOSAUR,482669.12999999995,1964.2199999999998,480704.91
34883,MINI JIGSAW GO TO THE FAIR,115096.89,0.0,115096.89
34884,MINI JIGSAW DOLLY GIRL,373269.93,465.21,372804.72
34885,MINI JIGSAW CIRCUS PARADE ,403513.07999999996,878.73,402634.35
34886,MINI JIGSAW LEAP FROG,81000.56999999999,0.0,81000.56999999999
34888,MINI JIGSAW BAKE A CAKE ,219629.75999999998,0.0,219629.75999999998
34889,MINI JIGSAW SPACEBOY,634731.72,3669.99,631061.73
34890,MINI JIGSAW BUNNIES,260496.72,2429.43,258067.28999999998
34891,MINI JIGSAW FIDO,288684.51,465.21,288219.3
34892,MINI JIGSAW DINOSAUR ,173062.8,413.52,172649.28
34893,HEADS AND TAILS SPORTING FUN,918037.8,0.0,918037.8
34894,PICTURE DOMINOES,1911861.7200000002,1271.7,1910590.0200000003
34895,HOLIDAY FUN LUDO,1655894.6099999999,38578.2,1617316.41
34896,PLASTERS IN TIN SPACEBOY,4732800.0,44760.6,4688039.399999999
34898,PLASTERS IN TIN SKULLS,3033066.3,8728.5,3024337.8
34899,PLASTERS IN TIN WOODLAND ANIMALS,4301302.68,19928.1,4281374.58
34900,PLASTERS IN TIN STRONGMAN,3545527.98,6348.0,3539179.98
34901,PLASTERS IN TIN CIRCUS PARADE ,4354975.4399999995,15869.999999999998,4339105.4399999995
34902,PLASTERS IN TIN VINTAGE PAISLEY ,3544073.4,5871.9,3538201.5
34903,CLOTHES PEGS RETROSPOT PACK 24 ,3579840.3,12719.76,3567120.54
34904,SEASIDE FRISBEE ,397031.16000000003,743.4000000000001,396287.76
34905,TRADITIONAL MODELLING CLAY,2738798.1300000004,17584.11,2721214.02
34906,WOODEN SCHOOL COLOURING SET,3552829.7399999998,48351.00000000001,3504478.7399999998
34907,MONSTERS STENCIL CRAFT,1027295.64,0.0,1027295.64
34908,HAPPY STENCIL CRAFT,1433931.9300000002,2106.3,1431825.6300000001
34909,ALPHABET STENCIL CRAFT,1008321.6900000001,72235.44,936086.25
34910,FELTCRAFT HAIRBANDS PINK + WHITE ,459816.18,801.9,459014.27999999997
34911,"FELTCRAFT HAIRBAND S/2, PINK/PURPLE",560494.14,0.0,560494.14
34912,20 DOLLY PEGS RETROSPOT,1419593.4000000001,5979.900000000001,1413613.5
34913,FELTCRAFT CUSHION OWL,4471405.34,108477.84,4362927.5
34914,FELTCRAFT CUSHION BUTTERFLY,4329078.72,109063.56,4220015.159999999
34915,FELTCRAFT CUSHION RABBIT,4244436.12,128720.76,4115715.36
34916,ROCKING HORSE RED CHRISTMAS ,963983.5199999999,8293.740000000002,955689.7799999999
34917,ROCKING HORSE GREEN CHRISTMAS ,617035.62,623.6999999999999,616411.9199999999
34918,STAR WOODEN CHRISTMAS DECORATION,801067.2,0.0,801067.2
34919,HEART WOODEN CHRISTMAS DECORATION,885685.5,35978.16,849707.34
34920,METAL MERRY CHRISTMAS WREATH,1178284.8,18079.2,1160205.6
34921,SWALLOW WOODEN CHRISTMAS DECORATION,600648.7799999999,356.4,600292.38
34922,WOODEN HEART CHRISTMAS SCANDINAVIAN,1379289.72,7864.499999999999,1371425.22
34923,WOODEN STAR CHRISTMAS SCANDINAVIAN,1226145.78,12659.22,1213486.56
34924,WOODEN TREE CHRISTMAS SCANDINAVIAN,810944.46,7662.599999999999,803281.86
34925,ADVENT CALENDAR GINGHAM SACK,3017087.86,56178.200000000004,2960909.6599999997
34926,WOOD STOCKING CHRISTMAS SCANDISPOT,553090.5,712.8,552377.7
34927,PACK OF 6 SWEETIE GIFT BOXES,1268364.8699999999,9962.4,1258402.47
34928,PACK OF 6 HANDBAG GIFT BOXES,1157473.8,20099.1,1137374.7
34929,PACK OF 6 PANNETONE GIFT BOXES,2397436.77,33232.5,2364204.27
34930,PACK OF 6 BIRDY GIFT TAGS,3887118.3000000003,30708.27,3856410.0300000003
34931,FELTCRAFT HAIRBAND PINK AND BLUE,465652.86,4098.599999999999,461554.25999999995
34932,"FELTCRAFT HAIRBAND, S/2, RED/BLUE",491151.72,0.0,491151.72
34933,CARDHOLDER GINGHAM HEART,1669888.92,76549.26,1593339.66
34934,CARDHOLDER GINGHAM STAR,835162.23,1896.0,833266.23
34936,CARDHOLDER GINGHAM CHRISTMAS TREE,808815.62,41764.8,767050.82
34937,CARDHOLDER HOLLY WREATH METAL,1573098.2,3072.6,1570025.5999999999
34938,CHRISTMAS GINGHAM STAR,925028.46,20847.72,904180.74
34939,CHRISTMAS GINGHAM TREE,820744.2599999999,801.9,819942.36
34940,CHRISTMAS GINGHAM HEART,1939387.5,20847.72,1918539.78
34941,CHRISTMAS STAR WISH LIST CHALKBOARD,1192839.36,3612.51,1189226.85
34942,CHRISTMAS MUSICAL ZINC HEART ,465351.54,1247.3999999999999,464104.14
34943,CHRISTMAS MUSICAL ZINC TREE,187340.63999999998,356.4,186984.24
34944,CHRISTMAS MUSICAL ZINC STAR,282013.32,1247.3999999999999,280765.92
34945,CHRISTMAS RETROSPOT STAR WOOD,841181.46,712.8,840468.6599999999
34946,CHRISTMAS RETROSPOT ANGEL WOOD,866003.64,1514.6999999999998,864488.94
34947,CHRISTMAS RETROSPOT HEART WOOD,1061431.56,3029.3999999999996,1058402.16
34948,CHRISTMAS RETROSPOT TREE WOOD,730969.44,712.8,730256.64
34949,SET OF 4 NAPKIN CHARMS CUTLERY,952614.57,2370.0,950244.57
34950,WOODEN CROQUET GARDEN SET,7822869.47,93939.4,7728930.07
34951,WOODEN SKITTLES GARDEN SET,5463852.88,130007.79999999999,5333845.08
34952,WOODEN ROUNDERS GARDEN SET ,6723587.34,38202.049999999996,6685385.29
34953,PENS ASSORTED FUNKY JEWELED ,227710.74,2411.64,225299.09999999998
34954,PENS ASSORTED SPACEBALL,373490.16,7773.48,365716.68
34955,PENS ASSORTED FUNNY FACE,724130.88,2316.6,721814.28
34956,VINTAGE UNION JACK SHOPPING BAG,1205200.8,7132.8,1198068.0
34957,TEA COSY VINTAGE UNION JACK,714719.3099999999,2048.3999999999996,712670.9099999999
34958,PACK OF 20 SPACEBOY NAPKINS,488427.72,0.0,488427.72
34959,PACK OF 12 SPACEBOY TISSUES,402826.68,4197.72,398628.96
34960,PACK OF 12 CIRCUS PARADE TISSUES ,233179.62,98.16,233081.46000000002
34961,PACK OF 12 LONDON TISSUES ,1755287.22,1713.3600000000001,1753573.86
34962,BAKING SET SPACEBOY DESIGN,5566655.82,224495.7,5342160.12
34963,COOKING SET RETROSPOT,2738666.4799999995,248899.78,2489766.6999999997
34964,SET OF 6 SOLDIER SKITTLES,3280834.4999999995,6827.999999999999,3274006.4999999995
34965,4 TRADITIONAL SPINNING TOPS,2144590.23,2865.0,2141725.23
34966,TRADITIONAL KNITTING NANCY,2633081.22,8130.0,2624951.22
34967,BOX OF VINTAGE ALPHABET BLOCKS,7193632.569999999,59600.9,7134031.669999999
34968,BOX OF VINTAGE JIGSAW BLOCKS ,3304758.95,47726.8,3257032.15
34969,IVORY KITCHEN SCALES,9816840.03,89195.0,9727645.03
34970,RED KITCHEN SCALES,7376599.359999999,122088.45,7254510.91
34971,BLACK KITCHEN SCALES,2854631.86,37222.85,2817409.01
34972,MINT KITCHEN SCALES,5086879.31,79191.79999999999,5007687.51
34973,PICNIC BOXES SET OF 3 RETROSPOT ,1673851.2,46363.200000000004,1627488.0
34974,SPACEBOY LUNCH BOX ,6069759.18,22819.2,6046939.98
34975,DOLLY GIRL LUNCH BOX,5298792.48,68010.90000000001,5230781.58
34976,CIRCUS PARADE LUNCHBOX ,2192061.06,10533.6,2181527.46
34977,BOTANICAL PRINT THROW BLANKET,4022248.98,11392.5,4010856.48
34978,ELEGANT BRONZE PICTURE FRAME,3855328.1399999997,11079.599999999999,3844248.54
34979,CHILDS BREAKFAST SET SPACEBOY ,5272743.949999999,369781.8,4902962.149999999
34980,CHILDS BREAKFAST SET DOLLY GIRL ,5151830.699999999,197434.75,4954395.949999999
34981,CHILDS BREAKFAST SET CIRCUS PARADE,4574883.31,137664.69999999998,4437218.609999999
34982,PIGGY BANK RETROSPOT ,2138569.14,46345.05,2092224.09
34983,SET OF 4 NAPKIN CHARMS CROWNS ,195562.29,2133.0,193429.29
34984,SET OF 4 NAPKIN CHARMS HEARTS,984219.54,948.0,983271.54
34985,SET OF 4 NAPKIN CHARMS 3 KEYS ,208542.24,0.0,208542.24
34986,SET OF 4 NAPKIN CHARMS INSTRUMENT,175275.84,0.0,175275.84
34987,SET OF 4 NAPKIN CHARMS STARS   ,558840.45,0.0,558840.45
34988,SET OF 4 NAPKIN CHARMS LEAVES   ,263412.96,0.0,263412.96
34989,CERAMIC CHERRY CAKE MONEY BANK,1534694.0000000002,23441.9,1511252.1
34990,CERAMIC HEART FAIRY CAKE MONEY BANK,1639563.5400000003,11853.900000000001,1627709.6400000001
34991,CERAMIC STRAWBERRY CAKE MONEY BANK,2444214.12,30753.300000000003,2413460.8200000003
34992,CERAMIC LOVE HEART MONEY BANK,176897.82,2826.0,174071.82
34994,STRAWBERRY FAIRY CAKE TEAPOT,2849847.3000000003,127031.1,2722816.2
34995,CERAMIC PIRATE CHEST MONEY BANK,652326.9,5793.3,646533.6000000001
34996,GENTLEMAN SHIRT REPAIR KIT ,447510.06,0.0,447510.06
34997,TRAVEL SEWING KIT,3070794.36,9204.599999999999,3061589.76
34998,BUTTON BOX ,996332.8200000001,4804.8,991528.02
34999,DELUXE SEWING KIT ,3424348.0399999996,101693.59999999999,3322654.44
35000,VINTAGE RED KITCHEN CABINET,9149937.05,1138892.0,8011045.050000001
35001,VINTAGE BLUE KITCHEN CABINET,7199967.15,1530078.8499999999,5669888.300000001
35002,HEN & 2 CHICKS IN BASKET,13810.5,0.0,13810.5
35004,LUNCHBOX I LOVE LONDON,4273781.58,47084.7,4226696.88
35005,DOORMAT I LOVE LONDON,1453876.52,2847.2,1451029.3199999998
35006,CHARLOTTE BAG DOLLY GIRL DESIGN,1324913.8800000001,3716.8199999999997,1321197.06
35007,LUNCH BAG DOLLY GIRL DESIGN,3180060.18,12061.2,3167998.98
35008,JUMBO BAG DOLLY GIRL DESIGN,2205461.67,4065.6000000000004,2201396.07
35009,TOY TIDY DOLLY GIRL DESIGN,605130.15,3561.2999999999997,601568.85
35010,RECIPE BOX BLUE SKETCHBOOK DESIGN,1998970.76,34233.600000000006,1964737.1600000001
35011,RECIPE BOX PANTRY YELLOW DESIGN,5731932.48,125477.40000000001,5606455.08
35012,RECIPE BOX RETRO SPOT DESIGN,3459632.4000000004,72913.8,3386718.6
35013,PINK BABY BUNTING,1818615.52,18449.4,1800166.12
35014,RED BABY BUNTING ,1499581.8,10839.0,1488742.8
35015,FRENCH WC SIGN BLUE METAL,983910.8700000001,133624.62000000002,850286.25
35016,FRENCH LAUNDRY SIGN BLUE METAL,593371.44,3969.6,589401.84
35017,FRENCH BATHROOM SIGN BLUE METAL,990531.24,3015.2999999999997,987515.94
35018,FRENCH GARDEN SIGN BLUE METAL,396694.41000000003,10596.72,386097.69
35019,FRENCH TOILET SIGN BLUE METAL,616111.17,2478.0000000000005,613633.17
35020,FRENCH KITCHEN SIGN BLUE METAL,593407.11,2478.0,590929.11
35021,"FRENCH BLUE METAL DOOR SIGN, 1",517927.08,1115.1000000000001,516811.98
35022,"FRENCH BLUE METAL DOOR SIGN, 2",452316.87,1115.1000000000001,451201.77
35023,"FRENCH BLUE METAL DOOR SIGN, 3",424835.31,1115.1000000000001,423720.21
35024,"FRENCH BLUE METAL DOOR SIGN, 4",388107.84,0.0,388107.84
35025,"FRENCH BLUE METAL DOOR SIGN, 5",419278.44,1239.0,418039.44
35026,"FRENCH BLUE METAL DOOR SIGN, 6",359239.14,2081.4300000000003,357157.71
35027,"FRENCH BLUE METAL DOOR SIGN, 7",359567.97000000003,0.0,359567.97000000003
35028,"FRENCH BLUE METAL DOOR SIGN, 8",356389.44,991.2,355398.24
35029,"FRENCH BLUE METAL DOOR SIGN, 9",308973.9,2106.3,306867.6
35030,"FRENCH BLUE METAL DOOR SIGN, 0",334249.5,0.0,334249.5
35031,"FRENCH BLUE METAL DOOR SIGN, No",314191.23000000004,495.6,313695.63
35032,DOORMAT CHRISTMAS VILLAGE,1233905.0,0.0,1233905.0
35033,DOORMAT PEACE ON EARTH BLUE,1031138.32,0.0,1031138.32
35034,DOORMAT MERRY CHRISTMAS RED ,2133206.5,54495.2,2078711.2999999998
35035,DOORMAT HOME SWEET HOME BLUE ,3838747.92,24671.0,3814076.92
35036,DOORMAT WELCOME SUNRISE,1625953.0,66104.8,1559848.2
35037,DOORMAT WELCOME TO OUR HOME,4061258.32,65869.90000000001,3995388.42
35038,GROW A FLYTRAP OR SUNFLOWER IN TIN,2242699.92,6442.8,2236257.12
35039,WICKER STAR ,2432792.55,31439.850000000002,2401352.6999999997
35040,WICKER WREATH SMALL,488284.26000000007,0.0,488284.26000000007
35041,WICKER WREATH LARGE,734733.42,0.0,734733.42
35042,GREEN REGENCY TEACUP AND SAUCER,4680597.12,131359.2,4549237.92
35043,PINK REGENCY TEACUP AND SAUCER,3843840.8000000003,96486.0,3747354.8000000003
35044,ROSES REGENCY TEACUP AND SAUCER ,5793235.76,184449.0,5608786.76
35045,BLACK AND WHITE DOG BOWL,507408.83999999997,4161.6,503247.24
35046,PINK DOG BOWL,277706.76,7779.6,269927.16000000003
35047,BLACK AND WHITE CAT BOWL,438887.69999999995,3365.5499999999997,435522.14999999997
35048,PINK CAT BOWL,180800.49,0.0,180800.49
35049,WRAP RED APPLES ,681769.35,1550.6999999999998,680218.6499999999
35050,WRAP GREEN PEARS ,329265.3,775.3499999999999,328489.94999999995
35051,WRAP COWBOYS  ,314253.44999999995,1550.6999999999998,312702.74999999994
35052,WRAP MONSTER FUN ,178588.94999999998,0.0,178588.94999999998
35053,WRAP DOLLY GIRL,393637.05,775.3499999999999,392861.69999999995
35054,WRAP WEDDING DAY,196126.94999999998,775.3499999999999,195351.59999999998
35055,WRAP I LOVE LONDON ,477882.80999999994,2326.0499999999997,475556.75999999995
35056,WRAP CIRCUS PARADE,399069.92999999993,0.0,399069.92999999993
35057,CARD DOLLY GIRL ,607793.7,775.3499999999999,607018.35
35058,CARD I LOVE LONDON ,481380.87,206.76,481174.11
35059,CARD BIRTHDAY COWBOY,470896.98,3191.28,467705.69999999995
35060,CARD WEDDING DAY,272353.8,0.0,272353.8
35061,CARD CIRCUS PARADE,538810.59,103.38,538707.21
35062,CARD DOG AND BALL ,236616.41999999998,103.38,236513.03999999998
35063,CARD CAT AND TREE ,262245.0,310.14,261934.86
35064,"GUMBALL COATHOOK., BLACK & WHITE ",312191.58,6202.89,305988.69
35065,SET OF 3 CAKE TINS PANTRY DESIGN ,6914959.2,206887.80000000002,6708071.4
35066,SET OF 3 CAKE TINS SKETCHBOOK,1205275.1400000001,0.0,1205275.1400000001
35067,SET OF 6 SPICE TINS PANTRY DESIGN,3736047.0,25116.0,3710931.0
35068,SET OF 6 HERB TINS SKETCHBOOK,948003.28,3229.2000000000003,944774.0800000001
35070,ALARM CLOCK BAKELIKE CHOCOLATE,2077498.41,39261.0,2038237.41
35071,ALARM CLOCK BAKELIKE GREEN,5660762.76,59062.2,5601700.56
35072,ALARM CLOCK BAKELIKE RED ,6263002.76,84667.2,6178335.56
35073,ALARM CLOCK BAKELIKE PINK,4331153.67,40968.0,4290185.67
35074,ALARM CLOCK BAKELIKE ORANGE,2565102.19,46831.32,2518270.8699999996
35075,ALARM CLOCK BAKELIKE IVORY,3130991.05,34140.0,3096851.05
35076,3D CHRISTMAS STAMPS STICKERS ,694018.05,1239.0,692779.05
35077,3D VINTAGE CHRISTMAS STICKERS ,851875.41,0.0,851875.41
35078,3D STICKERS TRADITIONAL CHRISTMAS ,853882.83,1239.0,852643.83
35079,SET OF 6 RIBBONS VINTAGE CHRISTMAS,3690805.58,3732.12,3687073.46
35080,RIBBON REEL SOCKS AND MITTENS,566883.0599999999,0.0,566883.0599999999
35081,"RIBBON REEL, MAKING SNOWMEN ",1031758.9199999999,0.0,1031758.9199999999
35082,RIBBON REEL CHRISTMAS PRESENT ,1289110.32,3174.0,1285936.32
35083,RIBBON REEL SNOWY VILLAGE,1437900.24,15543.000000000002,1422357.24
35084,"RIBBON REEL, XMAS SOCK/BAUBLE",1523748.6,15543.000000000002,1508205.5999999999
35085,POLKA DOT PEN,1310996.46,0.0,1310996.46
35086,FUNKY DIVA PEN,1058830.68,4900.5,1053930.18
35087,MAKE YOUR OWN PLAYTIME CARD KIT,588257.16,2174.4,586082.76
35088,MAKE YOUR OWN FLOWERPOWER CARD KIT,993661.2000000001,0.0,993661.2000000001
35089,MAKE YOUR OWN MONSOON CARD KIT,953004.6000000001,13354.8,939649.8
35090,POPPY'S PLAYHOUSE BEDROOM ,1822591.2,2572.0499999999997,1820019.15
35091,POPPY'S PLAYHOUSE LIVINGROOM ,1443831.69,791.4,1443040.29
35092,POPPY'S PLAYHOUSE BATHROOM,1020139.5,0.0,1020139.5
35093,POPPY'S PLAYHOUSE KITCHEN,1944390.3599999999,1582.8,1942807.5599999998
35094,FELTCRAFT PRINCESS CHARLOTTE DOLL,3212808.1399999997,3072.6,3209735.5399999996
35095,FELTCRAFT PRINCESS LOLA DOLL,3033967.8,6827.999999999999,3027139.8
35096,FELTCRAFT PRINCESS OLIVIA DOLL,2132932.1199999996,4779.599999999999,2128152.52
35097,STAINLESS STEEL TRAVEL FLASK,7059906.52,190598.0,6869308.5200000005
35098,SMALL YELLOW BABUSHKA NOTEBOOK ,530842.08,178.2,530663.88
35099,SMALL RED BABUSHKA NOTEBOOK ,684607.5599999999,178.2,684429.36
35100,SMALL PURPLE BABUSHKA NOTEBOOK ,712575.96,178.2,712397.76
35101,LARGE YELLOW BABUSHKA NOTEBOOK ,353495.28,247.8,353247.48000000004
35102,LARGE RED BABUSHKA NOTEBOOK ,601860.24,1115.1000000000001,600745.14
35103,LARGE PURPLE BABUSHKA NOTEBOOK  ,552296.55,2230.2000000000003,550066.35
35104,SET OF 3 NOTEBOOKS IN PARCEL,2794106.46,1587.0,2792519.46
35105,"TRAY, BREAKFAST IN BED",1371916.6,78778.0,1293138.6
35106,CHEST 7 DRAWER MA CAMPAGNE,790918.2000000001,15438.4,775479.8
35107,CUPBOARD 3 DRAWER MA CAMPAGNE,1444785.5999999999,56392.6,1388393.0
35108,KEY CABINET MA CAMPAGNE,1473643.0799999998,22145.0,1451498.0799999998
35109,"RUSTIC WOODEN CABINET, GLASS DOORS",795765.54,54872.8,740892.74
35110,NEWSPAPER STAND,912260.24,11887.199999999999,900373.04
35111,PHOTO FRAME CORNICE,2525178.56,35877.600000000006,2489300.96
35112,TRIPLE PHOTO FRAME CORNICE ,2921148.9599999995,125783.59999999999,2795365.36
35113,FAMILY PHOTO FRAME CORNICE,3468979.7299999995,160966.05,3308013.6799999997
35114,CHALKBOARD KITCHEN ORGANISER,1070178.8,137498.4,932680.4
35115,MIRROR CORNICE,811488.3999999999,58115.2,753373.2
35116,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1468624.02,2725.8,1465898.22
35117,PINK DRAWER KNOB ACRYLIC EDWARDIAN,832034.73,2354.1000000000004,829680.63
35118,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,539157.72,247.8,538909.92
35119,RED DRAWER KNOB ACRYLIC EDWARDIAN,512541.24000000005,2824.83,509716.41000000003
35120,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,701766.3300000001,4212.6,697553.73
35121,SWEETHEART CAKESTAND 3 TIER,6085559.8,314727.8,5770832.0
35122,GLASS CLOCHE LARGE,895256.8,32759.05,862497.75
35123,GLASS CLOCHE SMALL,816567.12,50684.16,765882.96
35124,WOODEN OWLS LIGHT GARLAND ,1409505.24,15780.899999999998,1393724.3399999999
35125,LIGHT GARLAND BUTTERFILES PINK,1262538.72,18090.3,1244448.42
35126,GUMBALL MAGAZINE RACK,2025222.7800000003,84578.3,1940644.4800000002
35127,SET 3 WICKER STORAGE BASKETS ,1514969.4000000001,0.0,1514969.4000000001
35128,SET 3 WICKER OVAL BASKETS W LIDS,1102358.4,0.0,1102358.4
35129,LANTERN CREAM GAZEBO ,1948476.44,89847.0,1858629.4400000002
35130,CUSHION COVER PINK UNION FLAG,717453.6799999999,0.0,717453.6799999999
35131,PILLOWCUSHION COVER PINK UNION JACK,525169.6799999999,0.0,525169.6799999999
35133,BROCANTE COAT RACK,790744.6499999999,29108.0,761636.6499999999
35134,T-LIGHT HOLDER SWEETHEART HANGING,560196.78,1663.2,558533.5800000001
35135,"MIRROR, ARCHED GEORGIAN",376131.8,0.0,376131.8
35136,T-LIGHT GLASS FLUTED ANTIQUE,1578541.62,17295.06,1561246.56
35137,FLUTED ANTIQUE CANDLE HOLDER,496289.69999999995,0.0,496289.69999999995
35139,SWEETHEART WIRE MAGAZINE RACK,1385807.9999999998,24913.0,1360894.9999999998
35140,SWEETHEART RECIPE BOOK STAND,3070006.8,20348.399999999998,3049658.4
35141,PHOTO FRAME 3 CLASSIC HANGING,2843906.4499999997,114901.7,2729004.7499999995
35142,CHEST OF DRAWERS GINGHAM HEART ,1988860.18,162237.19999999998,1826622.98
35143,ANTIQUE GLASS DRESSING TABLE POT,1231053.32,43216.200000000004,1187837.12
35144,SWEETHEART WIRE FRUIT BOWL,800215.0499999999,6836.849999999999,793378.2
35145,ANTIQUE TALL SWIRLGLASS TRINKET POT,938825.5899999999,20484.0,918341.59
35146,ANTIQUE GLASS PEDESTAL BOWL,1165092.0699999998,52976.52,1112115.5499999998
35147,FAUX FUR CHOCOLATE THROW,796824.2,0.0,796824.2
35148,IVORY EMBROIDERED QUILT ,1239928.2000000002,0.0,1239928.2000000002
35149,CANDLEHOLDER PINK HANGING HEART,2765843.68,123969.0,2641874.68
35150,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,514132.56000000006,247.8,513884.76
35151,SET OF 6 T-LIGHTS WEDDING CAKE ,213697.2,10636.8,203060.4
35152,SET OF 6 T-LIGHTS TOADSTOOLS,796915.48,4007.4,792908.0800000001
35153,SET OF 6 T-LIGHTS EASTER CHICKS,211171.80000000002,2174.4,208997.40000000002
35154,SET OF 6 T-LIGHTS SANTA,1650955.6400000001,2578.8,1648376.84
35155,SET OF 6 T-LIGHTS SNOWMEN,1497484.1600000001,1087.2,1496396.96
35156,SET OF 6 T-LIGHTS CACTI ,349152.06,2446.2000000000003,346705.86
35157,PACK 3 BOXES CHRISTMAS PANNETONE,1752818.82,2587.2000000000003,1750231.62
35158,PACK 3 BOXES BIRD PANNETONE ,1442439.48,1663.2,1440776.28
35159,CARD PARTY GAMES ,214682.78999999998,0.0,214682.78999999998
35160,CARD PSYCHEDELIC APPLES,263522.22,0.0,263522.22
35161,CARD MOTORBIKE SANTA,565136.1,1447.3200000000002,563688.7799999999
35162,CARD SUKI BIRTHDAY,256115.52,0.0,256115.52
35163,CARD CHRISTMAS VILLAGE,537929.3999999999,4858.86,533070.5399999999
35164,"BIRTHDAY CARD, RETRO SPOT",258722.66999999998,0.0,258722.66999999998
35165,GIFT BAG BIRTHDAY,159919.86000000002,573.6,159346.26
35166,GIFT BAG PSYCHEDELIC APPLES,211615.56,573.6,211041.96000000002
35167,CREAM WALL PLANTER HEART SHAPED,1137666.8699999999,9680.4,1127986.47
35168,CHEST NATURAL WOOD 20 DRAWERS,2162306.8,0.0,2162306.8
35169,3 TIER SWEETHEART GARDEN SHELF,1475582.6,28330.2,1447252.4000000001
35170,DECORATIVE PLANT POT WITH FRIEZE,306500.99999999994,11388.8,295112.19999999995
35171,LOVE SEAT ANTIQUE WHITE METAL,3561083.1,305732.7,3255350.4
35172,GIANT SEVENTEEN DRAWER SIDEBOARD,4685255.85,454865.39999999997,4230390.45
35173,REGENCY MIRROR WITH SHUTTERS,1700364.0499999998,101081.2,1599282.8499999999
35174,BROCANTE SHELF WITH HOOKS,1023518.7,8605.699999999999,1014912.9999999999
35175,UTILTY CABINET WITH HOOKS,1030716.5800000001,0.0,1030716.5800000001
35176,WHITE BROCANTE SOAP DISH,447111.0,0.0,447111.0
35177,SWEETHEART WIRE WALL TIDY,773760.0,42037.6,731722.3999999999
35178,HALL CABINET WITH 3 DRAWERS,1088667.29,0.0,1088667.29
35179,HAND WARMER BABUSHKA DESIGN,2272815.36,33461.1,2239354.26
35180,HOT WATER BOTTLE I AM SO POORLY,5339248.4,145288.19999999998,5193960.2
35182,HOT WATER BOTTLE BABUSHKA ,3493745.6999999997,3777.2999999999997,3489968.4
35183,3 TIER CAKE TIN RED AND CREAM,3456040.76,310294.4,3145746.36
35184,"CAKE TIN, 3 TIER MINT/IVORY",2686372.42,111866.2,2574506.2199999997
35185,ROUND CAKE TIN VINTAGE RED,3270503.76,122358.4,3148145.3599999994
35186,ROUND CAKE TIN VINTAGE GREEN,2347491.4599999995,66909.2,2280582.26
35187,BISCUIT TIN VINTAGE RED,1695745.4,61935.799999999996,1633809.5999999999
35188,BISCUIT TIN VINTAGE GREEN,1243619.26,63757.99999999999,1179861.26
35189,VINTAGE CREAM DOG FOOD CONTAINER,3131705.7199999997,32517.05,3099188.67
